author,updated_at,like_count,text,video_id,public,language,translated_text,is_relevant,char_count,word_count,sentence_count,TweetNLP,RoBERTa,BERT_NLP,Emotion,Vader
@madfish008,2019-04-01T22:35:18Z,0,"If you have a little bit knowledge about physics you could understand the movie,now I actually see how dumb people are these days.",qhW1HfSuPVQ,True,en,"If you have a little bit knowledge about physics you could understand the movie,now I actually see how dumb people are these days.",True,130,23,1,0,-1,-1,anger,-1
@டீக்கடபசங்க,2020-04-04T08:53:55Z,0,Epootha intha movie ya tamil la dub panuvanga....!,4-6zBotsi-s,True,ts,Are they going to dub this movie in Tamil....!,True,46,9,1,0,0,-1,anticipation,0
@uouns5915,2022-11-09T17:46:59Z,0,1year kazhinj onnukoodi verum,VSuF_hK3qMI,True,la,"One year later, still just...",True,29,5,1,0,0,-1,sadness,0
@Spectrefox1313,2026-04-25T22:13:12Z,0,You save earth by taking out humans. The only way it survives. We are a cancer to this planet.,5I8YSiSp8rc,True,en,You save earth by taking out humans. The only way it survives. We are a cancer to this planet.,True,94,19,3,0,-1,-1,anger,-1
@julianiniguez85,2025-01-30T13:53:04Z,0,"It doesn't spell words according to the title but instead uses Morse code with the empty spaces in the library. Beautiful episode, I enjoyed it very much.",4f9V-8BHONo,True,en,"It does not spell words according to the title but instead uses Morse code with the thempty spaces in the library. Beautiful episode, I enjoyed it very much.",True,157,28,2,1,1,1,joy,1
@surprisetroll5700,2017-04-09T12:57:13Z,0,Oh wait nvm the guy became a higher lvl of power he was able to see things that no one could which in my way eventually he would god insane and loose sympathy for humanity like silver surfer did,R1cexcjdyIE,True,en,Oh wait never mind the guy became a higher level of power he was able to see things that no one could which in my way eventually he would god insane and loose sympathy for humanity like silver surfer did,True,203,40,0,0,-1,-1,anger,0
@philcole368,2023-06-11T19:10:54Z,0,WOW!! This is a brilliant episode. Congrats on your awesome work!! Love it!!,ASkz5prADQA,True,en,WOW!! This is a brilliant episode. congratulations on your awesome work!! Love it!!,True,83,13,4,1,1,1,joy,1
@sheikyerbouty2926,2022-12-31T16:01:04Z,0,"Time is not the 4th dimension, even though I prefer this interpretation to explain the movies ending. And yes it's what most people think. Time as 4th dimension comes from Einsteins relativity theory. But Quantum theory, which has 10 dimensions, thought us that time is an illusion. Secondly any dimension can have elements of lower dimensions, but never higher dimensions. In 1st dimension, length, you don't find 2nd or higher dimensions. And yet, all dimensions have time. The 4th and higher dimensions are as previous dimensions geometric in nature. A cube in a 4th dimension can not be seen in it's full glory in any lower dimensions. For example: If you were a 1 dimensional (lengt) creature trying to look at 2 dimensional (length and width) square, you would only be able to see a slice of that square, the rest would be completely out of sight and reach.",zBNKrja8dyY,True,en,"Time is not the 4th dimension, even though I prefer this interpretation to explain the movies ending. And yes it is what most people think. Time as 4th dimension comes from Einsteins relativity theory. But Quantum theory, which has 10 dimensions, thought us that time is an illusion. Secondly any dimension can have elthements of lower dimensions, but never higher dimensions. In 1st dimension, length, you do not find 2nd or higher dimensions. And yet, all dimensions have time. The 4th and higher dimensions are as previous dimensions geometric in nature. A cube in a 4th dimension can not be seen in it is full glory in any lower dimensions. For example: If you were a 1 dimensional (lengt) creature trying to look at 2 dimensional (length and width) square, you would only be able to see a slice of that square, the rest would be completely out of sight and reach.",True,868,152,10,0,0,0,anticipation,1
@nikkotekoey,2026-01-17T20:06:41Z,0,"Here’s why I love Interstellar: Amidst establishing the physical domain: gravity, light, space, distance, hunger, cold, and silence, Interstellar makes it clear that love is the thing holding the universe together. Cooper’s life, and humanity’s life is held together by love.",iWrFVvEgFYI,True,en,"Here’s why I love Interstellar: Amidst establishing the physical domain: gravity, light, space, distance, hunger, cold, and silence, Interstellar makes it clear that love is the thing holding the universe together. Cooper’s life, and humanity’s life is held together by love.",True,275,41,2,1,1,1,joy,1
@wiegehtessehrgut8583,2015-12-12T05:29:55Z,0,"If you still don't get Interstellar after this, then idk what you doing with your life.",R1cexcjdyIE,True,en,"If you still do not get Interstellar after this, then I don't know what you doing with your life.",True,97,19,1,0,-1,0,sadness,0
@osandigital,2020-07-06T00:03:15Z,0,I honestly thought you were going to explain something deeper.,j3DuONZb3Ik,True,en,I honestly thought you were going to explain something deeper.,True,62,10,1,0,0,-1,anticipation,1
@therealmacaron,2024-12-22T08:39:05Z,0,"The final one is somewhat true, but not really. He did use real corn, but he was not the one to grow it. He paid some farmers (I don’t know exactly who) to let him use their field for filming. Don’t worry, I’m sure they were paid well for their sacrifices.",IIo5Uo-gxJI,True,en,"The final one is somewhat true, but not really. He did use real corn, but he was not the one to grow it. He paid some farmers (I denial of normal’t know exactly who) to let him use their field for filming. denial of normal’t worry, I’am sure they were paid well for their sacrifices.",True,283,55,4,0,0,0,anticipation,1
@Scootertin,2015-06-20T04:34:05Z,0,This was the greatest movie in film history I loved it my most favorite movie ever nothing will ever top this,BHsFzDON6pA,True,en,This was the greatest movie in film history I loved it my most favorite movie ever nothing will ever top this,True,109,21,0,1,1,1,joy,1
@edubeck,2021-12-18T03:12:45Z,0,I understand the difference between time in earth and in gargantua. But there shouldn’t have barely any difference between miller’s orbit and miller’s surface.,JqKa6qyVYgg,True,en,I understand the difference between time in earth and in gargantua. But there shouldn’t have barely any difference between miller’s orbit and miller’s surface.,True,159,24,2,0,0,0,disgust,0
@aldoard,2020-04-01T04:51:06Z,1,I watched the movie like 9 times. I've never focused on a youtube vid like this before 😂,j3DuONZb3Ik,True,en,I watched the movie like 9 times. I have never focused on a youtube Video like this before 😂,True,92,19,1,1,1,-1,joy,1
@sheersh03,2021-09-24T02:35:01Z,0,So this movie happens In a infinite loop?,j3DuONZb3Ik,True,en,So this movie happens In a infinite loop?,True,41,8,1,0,0,-1,anticipation,0
@morrit33,2023-03-23T17:03:14Z,0,"Hey, I want to ask whether Einstein theory allows for time to flow in different speeds through the universe? Just, with all the discoveries the JWST is making and how it has discovered galaxies that shouldn't exist, it makes me wonder whether time flows at different speeds, meaning some galaxies are moving faster than others in their corner of the universe... Just a theory, but gravity is immense in some parts, meaning the photons may take longer to reach us going through an area of heavy gravity and, ergo, time....? I dunno... Am I thick??",CQpTKQloHuI,True,en,"Hey, I want to ask whether Einstein theory allows for time to flow in different speeds through the universe? Just, with all the discoveries the JWST is making and how it has discovered galaxies that should not exist, it makes me wonder whether time flows at different speeds, meaning some galaxies are moving faster than others in their corner of the universe... Just a theory, but gravity is immense in some parts, meaning the photons may take longer to reach us going through an area of heavy gravity and, ergo, time....? I I don't know... Am I thick??",True,554,98,5,0,0,0,anticipation,1
@edsonsouzaneto6251,2025-04-20T02:30:13Z,0,This is actually a good video tbh,qhW1HfSuPVQ,True,en,This is actually a good video to be honest,True,42,9,0,1,1,1,joy,1
@mariusgirbo8614,2018-09-03T20:49:26Z,0,"While I admire your channel and videos I think this time you are trying to find meanings that are simply not there. The ending is fantastic indeed, like the rest of the movie for that matter, however the meaning of it is pretty clear and makes perfect sense if you don't want to get emotional and add love into the mix or 'what happens after we die' scenarios. The Tesseract was build and put there together with the wormhole, by the humans from the future. Not the near future, but a very distant one, where humans evolved into a specie that is no longer bend by time. That is why they didn't put it there themselves. Brand briefly explains this concept when they are stuck on the water planet. The Tesseract's single purpose is to offer Cooper a way to communicate the equations from inside the black hole out to the real world (Murph in this case) so the humanity can save itself. As current physics states that in theory nothing can come out from a black hole, we can assume that the advanced human specie from the future had the technology to do this and the Tesseract was the hardware to do it. The way this is done - extraordinary vision from Nolan and the crew - is through gravity. Why Gravity? Because Gravity is the only one of the four fundamental forces of the universe that the current physics cannot explain. Yes, real cause of gravity is unknown for science at this moment, we only know how it works and it's effects. So with gravity unsolved even for real science, it is a genius use of it in the movie script. The 'Cooper station' where he wakes up, which you are calling 'A conical station with an opening at the end allowing sun light to filter in.. Light at the end of the tunnel? - this literally made me smile (no offense please, but it did :) ) - no, this is a O’neill cylinder, a very common and well known term in the sci-fi field describing potential habitable structure in space. You can find the O’neill cylinders both in sci-fi literature since 1950 but also in the current science theories about living in space. You can find very much material about O’neill cylinders on Google. And finally the Tesseract was not build by love. The love they talk about during the movie is the reason why Cooper thinks his daughter will come back to her home (and eventually find the watch). Because she loves him. Cooper actually tells this to TAR the robot while they are trapped inside the Tesseract. Love is also brought into discussion few more times during the movie, with various attributes like 'not time or space dependent', but this is more of a philosophical subject and adds to the overall movie quality. However, love did not create the Tesseract. Nevertheless, a brilliant movie. A perfect combination of real, well documented science mixed with great speculation and imagination regarding the unknown science. Keep up the good work, as said above I love your channel.",NXhdt1R6TYE,True,en,"While I admire your channel and videos I think this time you are trying to find meanings that are simply not there. The ending is fantastic indeed, like the rest of the movie for that matter, however the meaning of it is pretty clear and makes perfect sense if you do not want to get themotional and add love into the mix or 'what happens after we die' scenarios. The Tesseract was build and put there together with the wormhole, by the humans from the future. Not the near future, but a very distant one, where humans evolved into a specie that is no longer bend by time. That is why they did not put it there ththemselves. Brand briefly explains this concept when they are stuck on the water planet. The Tesseract's single purpose is to offer Cooper a way to communicate the equations from inside the black hole out to the real world (Murph in this case) so the humanity can save itself. As current physics states that in theory nothing can come out from a black hole, we can assume that the advanced human specie from the future had the technology to do this and the Tesseract was the hardware to do it. The way this is done - extraordinary vision from Nolan and the crew - is through gravity. Why Gravity? Because Gravity is the only one of the four fundamental forces of the universe that the current physics cannot explain. Yes, real cause of gravity is unknown for science at this moment, we only know how it works and it is effects. So with gravity unsolved even for real science, it is a genius use of it in the movie script. The 'Cooper station' where he wakes up, which you are calling 'A conical station with an opening at the end allowing sun light to filter in.. Light at the end of the tunnel? - this literally made me smile (no offense please, but it did :) ) - no, this is a Oh’neill cylinder, a very common and well known term in the sci-fi field describing potential habitable structure in space. You can find the Oh’neill cylinders both in sci-fi literature since 1950 but also in the current science theories about living in space. You can find very much material about Oh’neill cylinders on Google. And finally the Tesseract was not build by love. The love they talk about during the movie is the reason why Cooper thinks his daughter will come back to her home (and eventually find the watch). Because she loves him. Cooper actually tells this to TAR the robot while they are trapped inside the Tesseract. Love is also brought into discussion few more times during the movie, with various attributes like 'not time or space dependent', but this is more of a philosophical subject and adds to the overall movie quality. However, love did not create the Tesseract. Nevertheless, a brilliant movie. A perfect combination of real, well documented science mixed with great speculation and imagination regarding the unknown science. Keep up the good work, as said above I love your channel.",True,2907,523,27,1,1,1,joy,1
